SKU,Title,Text,Description
KONSH.UPS.1M63-16K40,"Конические шестерни верхнего суппорта станка 1М63Н, 1М63, 163, ДИП300, 16К40","Применяется в верхнем суппорте токарно.винторезных станков в качестве запасной части. Поставляется в паре. <br />Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301, РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983. Запасные части , оснастка и комплектующие изделия для токарно.винторезных станков мод. 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301, РТ30101, и т.д. ВАЛЫ , ВАЛ . РЕЙКИ , ВАЛ . ШЕСТЕРНИ, ВИНТЫ ХОДОВЫЕ И ПОПЕРЕЧНЫХ ПОДАЧ, ГАЙКИ МАТОЧНЫЕ, ДИСКИ ФРИКЦИОННЫЕ, КОЛЁСА ЗУБЧАТЫЕ , КОНИЧЕСКИЕ , ЧЕРВЯЧНЫЕ ПАРЫ, ОБГОННЫЕ МУФТЫ, РЕЗЦЕДЕРЖАТЕЛИ, ФРИЦИОННЫЕ МУФТЫ, ШКИВЫ ГЛАВНОГО ПРИВОДА, ЭЛЕКТРОМУФТЫ Револьверные головки, ШВП (Шарико.винтовые пары, передачи) комплектующие и оснастка для токарных патронов (кулачки, винты, шестерни, венцы, ползушки, сухари) и т.д.",
KONSH.FREZ.676P,Конические шестерни фрезерных станков мод. 676П,"Применяется в фрезерных станках в качестве запасной части. Поставляется как в паре. Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165,1М65 16Р25П 16К20 1К62 16М30Ф3,16К30Ф3,1П756ДФ3, РТ755Ф3,РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301,РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983. <br />Запасные части , оснастка и комплектующие изделия для токарно.винторезных станков мод. 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165,1М65 16Р25П 16К20 1К62 16М30Ф3,16К30Ф3,1П756ДФ3, РТ755Ф3,РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301,РТ30101, и т.д. ВАЛЫ , ВАЛ . РЕЙКИ , ВАЛ . ШЕСТЕРНИ, ВИНТЫ ХОДОВЫЕ И ПОПЕРЕЧНЫХ ПОДАЧ, ГАЙКИ МАТОЧНЫЕ, ДИСКИ ФРИКЦИОННЫЕ, КОЛЁСА ЗУБЧАТЫЕ , КОНИЧЕСКИЕ , ЧЕРВЯЧНЫЕ ПАРЫ, ОБГОННЫЕ МУФТЫ, РЕЗЦЕДЕРЖАТЕЛИ, ФРИЦИОННЫЕ МУФТЫ, ШКИВЫ ГЛАВНОГО ПРИВОДА, ЭЛЕКТРОМУФТЫ Револьверные головки, ШВП (Шарико.винтовые пары, передачи) комплектующие и оснастка для токарных патронов (кулачки, винты, шестерни, венцы, ползушки, сухари) и т.д.",
KULACHKI.BAZ.315,Кулачки базовые комплект Ø315,Базовые кулачки для установки сменных вставок; фиксированная база облегчает переналадку под разные диаметры.,
KULACHKI.BAZ.400,Кулачки базовые комплект Ø400,Базовые кулачки для быстрого перехода между мягкими/твёрдыми вставками; жёсткое сочленение с ползушками.,
KULACHKI.MYAG.200,Кулачки мягкие комплект Ø200,Мягкие кулачки под доводку в размер; позволяют получать чистовую геометрию без деформаций заготовки на заключительных операциях.,
KULACHKI.MYAG.250,Кулачки мягкие комплект Ø250,Мягкие кулачки под доводку в размер на станке; обеспечивают щадящий зажим и чистовую точность отверстий.,
KULACHKI.MYAG.315,Кулачки мягкие комплект Ø315,Комплект мягких кулачков для чистовых операций; точная подгонка под конкретный диаметр снижает биение.,
KULACHKI.MYAG.800,Кулачки мягкие комплект Ø800,Мягкие кулачки под доводку для патронов Ø800; точное базирование и аккуратный зажим на финишных проходах.,
KULACHKI.OBR.315,Кулачки обратные комплект Ø315,Обратные кулачки для зажима больших наружных диаметров; расширяют рабочий диапазон универсального патрона.,
KULACHKI.OBR.400,Кулачки обратные комплект Ø400,Обратные кулачки для фиксации крупных фланцев и колец; надёжное зацепление и повторяемость зажима.,
KULACHKI.POCHERT,Кулачки по чертежам или под модель станка,"Применяются в шпиндельных бабках специальных колесотокарных станков UBS.150, различают правый и левый кулачок, поставляется комплектом 6шт ( 3шт. правых, 3шт.левых), используется совместно с левыми и правами планшайбами (патронами) данных станков. Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165,1М65 16Р25П 16К20 1К62 16М30Ф3,16К30Ф3,1П756ДФ3, РТ755Ф3,РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301,РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983. Запасные части , оснастка и комплектующие изделия для токарно.винторезных станков мод. 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165,1М65 16Р25П 16К20 1К62 16М30Ф3,16К30Ф3,1П756ДФ3, РТ755Ф3,РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301,РТ30101, и т.д. ВАЛЫ , ВАЛ . РЕЙКИ , ВАЛ . ШЕСТЕРНИ, ВИНТЫ ХОДОВЫЕ И ПОПЕРЕЧНЫХ ПОДАЧ, ГАЙКИ МАТОЧНЫЕ, ДИСКИ ФРИКЦИОННЫЕ, КОЛЁСА ЗУБЧАТЫЕ , КОНИЧЕСКИЕ , ЧЕРВЯЧНЫЕ ПАРЫ, ОБГОННЫЕ МУФТЫ, РЕЗЦЕДЕРЖАТЕЛИ, ФРИЦИОННЫЕ МУФТЫ, ШКИВЫ ГЛАВНОГО ПРИВОДА, ЭЛЕКТРОМУФТЫ Револьверные головки, ШВП (Шарико.винтовые пары, передачи) комплектующие и оснастка для токарных патронов (кулачки, винты, шестерни, венцы, ползушки, сухари) и т.д.",
KULACHKI.1E512.SET1,Кулачки с винтами тяжелого токарно-карусельного станка 1Е512,"Кулачки с винтами тяжелого токарно-карусельного станка 1Е512 Применяется в качестве запасной части в специальных токарных патронах станков мод. 1Е512 для закрепления заготовок в патроне, поставляются комплектом от 4-х шт., каленые. Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905 FU400, FU450, 6620 , РТ772Ф3, РТ779Ф3, 1727Ф6, РТ755Ф3, РТ777Ф3, 1П757Ф3, 1М63РФ3, 16К40РФ3, 1Н65РФ3, РТ117РФ3, РТ817РФ3, РТ317, РТ950, РТ950РФ3, РТ783, РТ783РФ3, РТ993Ф3, РТ785Ф3, РТ784, РТ905Ф1, РТ905Ф3, РТ90801, РТ306, РТ5003, РТ5004, РТ901, РТ503, РТ501, РТ502, РТ902, 1Р693, 1Р694, РТ28608, РТ305МФ3РТ958, РТ700, UBB112, UBB112F3, РТ301, РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983 (Запасные части, оснастка, комплектующие).",
KULACHKI.1E512.SET2,Кулачки с винтами тяжелого токарно.карусельного станка 1Е512,"Применяется в качестве запасной части в специальных токарных патронах станков мод. 1Е512 для закрепления заготовок в патроне, поставляются комплектом от 4.х шт., каленые. <br />Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905 FU400, FU450, 6620 , РТ772Ф3, РТ779Ф3, 1727Ф6, РТ755Ф3, РТ777Ф3, 1П757Ф3, 1М63РФ3, 16К40РФ3, 1Н65РФ3, РТ117РФ3, РТ817РФ3, РТ317, РТ950, РТ950РФ3, РТ783, РТ783РФ3, РТ993Ф3, РТ785Ф3, РТ784, РТ905Ф1, РТ905Ф3, РТ90801, РТ306, РТ5003, РТ5004, РТ901, РТ503, РТ501, РТ502, РТ902, 1Р693, 1Р694, РТ28608, РТ305МФ3РТ958, РТ700, UBB112, UBB112F3, РТ301, РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983 (Запасные части, оснастка, комплектующие).",
KULACHKI.KORPUS.SET,Кулачки с корпусами и без- от стандартного оборудования - до тяжелых станков,"<div style=""font-size: 16px;"" data-customstyle=""yes"">Применяется в качестве запасных частей в специальных токарных патронов все х видов станков, от токарных до спец станков,для закрепления заготовок в патронах или зажиме в спец корпусах.Как правило поставляются комплектами от 3-4 шт. Каленые.</div>",
KULACHKI.SOSTAVN.315,Кулачки составные (базовые+вставки) Ø315,Составные кулачки для быстрой смены вставок; минимизируют время переналадки при переходе на другой диаметр.,
KULACHKI.SOSTAVN.400,Кулачки составные Ø400 (база+вставки),Базовые кулачки со сменными вставками под различные диаметры; ускоряют переналадку и сохраняют геометрию зажима в серии.,
